location,commodity,time_operation,total_production,total_production_cost,production_cost_per_unit,opex_cost,total_import_flow,total_import_production_cost,total_transport_cost,total_transport_opex,total_import_cost,total_output,domestic_ratio,import_ratio,weighted_cost,weighted_cost_per_unit,transport_to_production_ratio
AUS,Copper,2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,9,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,9,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,11,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,11,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,12,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,12,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,13,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper,13,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AUS,Copper_ore,0,0.0,0.0,,0.0,10.480775,0.0,31.143056112188,31.143056112188,31.143056112188,10.480775,0.0,1.0,31.143056112188,2.97144592,
AUS,Copper_ore,1,0.0,0.0,,0.0,10.480775,0.0,31.143056112188,31.143056112188,31.143056112188,10.480775,0.0,1.0,31.143056112188,2.97144592,
AUS,Copper_ore,2,0.0,0.0,,0.0,10.480775,0.0,31.143056112188,31.143056112188,31.143056112188,10.480775,0.0,1.0,31.143056112188,2.97144592,
AUS,Copper_ore,3,0.0,0.0,,0.0,11.666875,0.0,34.6674881179,34.6674881179,34.6674881179,11.666875,0.0,1.0,34.6674881179,2.9714459200000003,
AUS,Copper_ore,4,0.0,0.0,,0.0,12.075875,23059.681769355,17.318477630849998,17.318477630849998,23077.000246985852,12.075875,0.0,1.0,23077.000246985852,1911.0002585308189,
AUS,Copper_ore,5,0.0,0.0,,0.0,12.484875,23840.694312435004,17.90464514245,17.90464514245,23858.598957577455,12.484875,0.0,1.0,23858.598957577455,1911.000226880722,
AUS,Copper_ore,6,0.0,0.0,,0.0,12.893875,39364.663586985,41.632365575390004,41.632365575390004,39406.29595256039,12.893875,0.0,1.0,39406.29595256039,3056.20272823805,
AUS,Copper_ore,7,0.0,0.0,,0.0,13.302874999999998,40613.329903905,42.95219839947,42.95219839947,40656.282102304474,13.302874999999998,0.0,1.0,40656.282102304474,3056.202670648599,
AUS,Copper_ore,8,0.0,0.0,,0.0,13.711875,41861.996220825,44.272031223549995,44.272031223549995,41906.26825204855,13.711875,0.0,1.0,41906.26825204855,3056.2026164947206,
AUS,Copper_ore,9,0.0,0.0,,0.0,14.120875,43110.662537745,45.591864047630004,45.591864047630004,43156.25440179263,14.120875,0.0,1.0,43156.25440179263,3056.2025654778918,
AUS,Copper_ore,10,0.0,0.0,,0.0,14.529875,44359.328854665,46.91169687171001,46.91169687171001,44406.24055153671,14.529875,0.0,1.0,44406.24055153671,3056.202517333199,
AUS,Copper_ore,11,0.0,0.0,,0.0,32.1181875,98055.98751044247,103.668743711995,103.668743711995,98159.65625415447,32.1181875,0.0,1.0,98159.65625415447,3056.2016070849104,
AUS,Copper_ore,12,0.0,0.0,,0.0,36.4075125,111151.18469827349,117.510288768589,117.510288768589,111268.69498704208,36.4075125,0.0,1.0,111268.69498704208,3056.201518492703,
AUS,Copper_ore,13,0.0,0.0,,0.0,40.711075,124289.84860172102,131.39777788345398,131.39777788345398,124421.24637960448,40.711075,0.0,1.0,124421.24637960448,3056.2014483676608,
AUS,HEX,0,2.7,81432.0,30159.999999999996,81432.0,0.0,0.0,0.0,0.0,0.0,2.7,1.0,0.0,81432.0,30159.999999999996,0.0
AUS,HEX,1,2.7,80190.0,29699.999999999996,80190.0,0.0,0.0,0.0,0.0,0.0,2.7,1.0,0.0,80190.0,29699.999999999996,0.0
AUS,HEX,2,2.7,78030.0,28899.999999999996,78030.0,0.0,0.0,0.0,0.0,0.0,2.7,1.0,0.0,78030.0,28899.999999999996,0.0
AUS,HEX,3,2.7,77220.0,28599.999999999996,77220.0,0.0,0.0,0.0,0.0,0.0,2.7,1.0,0.0,77220.0,28599.999999999996,0.0
AUS,HEX,4,2.7,76140.0,28199.999999999996,76140.0,0.0,0.0,0.0,0.0,0.0,2.7,1.0,0.0,76140.0,28199.999999999996,0.0
AUS,HEX,5,2.7,75060.0,27799.999999999996,75060.0,0.0,0.0,0.0,0.0,0.0,2.7,1.0,0.0,75060.0,27799.999999999996,0.0
AUS,HEX,6,2.7,73980.0,27400.0,73980.0,0.0,0.0,0.0,0.0,0.0,2.7,1.0,0.0,73980.0,27400.0,0.0
AUS,HEX,7,2.8,81599.99999999999,29142.85714285714,75600.0,0.0,0.0,0.0,0.0,0.0,2.8,1.0,0.0,81599.99999999999,29142.85714285714,0.0
AUS,HEX,8,6.0,352200.0,58700.0,160200.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,352200.0,58700.0,0.0
AUS,HEX,9,6.0,157800.0,26300.0,157800.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,157800.0,26300.0,0.0
AUS,HEX,10,7.0,242000.0,34571.42857142857,182000.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,242000.0,34571.42857142857,0.0
AUS,HEX,11,7.0,179200.0,25600.0,179200.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,179200.0,25600.0,0.0
AUS,HEX,12,8.0,262400.0,32800.0,202400.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,262400.0,32800.0,0.0
AUS,HEX,13,9.0,284100.0,31566.666666666668,224100.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,284100.0,31566.666666666668,0.0
AUS,HP,0,2.11,127036.730332,60206.98120000001,127036.730332,8.45,456411.16791255,304517.63381,304517.63381,760928.8017225501,10.559999999999999,0.19981060606060608,0.8001893939393939,634270.4427609913,60063.48889782115,2.3970833711964117
AUS,HP,1,2.11,126614.730332,60006.98120000001,126614.730332,8.8724,461758.0985274307,319739.91174152005,319739.91174152005,781498.0102689507,10.9824,0.19212558275058272,0.8078744172494173,655678.1784774511,59702.63134446488,2.525297893089699
AUS,HP,2,2.11,126403.730332,59906.98120000001,126403.730332,9.311696,463944.67736268434,335571.08079030085,335571.08079030085,799515.7581529852,11.421695999999999,0.18473613726017574,0.8152638627398243,675167.6421899726,59112.73091053838,2.6547561524404526
AUS,HP,3,2.4,176182.75488,73409.4812,143296.75488,9.478564,444055.46708252816,341584.6013250472,341584.6013250472,785640.0684075754,11.878564,0.20204462424919373,0.7979553757508062,662502.4944999734,55772.94481891694,1.9388083785936043
AUS,HP,4,2.5,160107.45299999998,64042.981199999995,148767.45299999998,9.853706000000003,471998.9126244127,378539.52382455417,378539.52382455417,850538.4364489669,12.353706000000003,0.2023684228845983,0.7976315771154017,710817.0072177373,57538.76668408145,2.364284214955029
AUS,HP,5,2.6,165538.15112,63668.519661538456,154198.15112,10.247855,482788.44494135416,382892.78385248565,382892.78385248565,865681.2287938398,12.847855,0.20236841091372842,0.7976315890862716,723994.3867527378,56351.382137542634,2.3130183662310175
AUS,HP,6,2.7,170928.84923999998,63306.98119999999,159588.84923999998,10.661769,493409.9121465323,387592.053345264,387592.053345264,881001.9654917964,13.361768999999999,0.20206905238370762,0.7979309476162925,737518.1637676497,55196.1468401115,2.267563697226141
AUS,HP,7,2.8,176559.54735999997,63056.981199999995,165219.54736,11.096240000000002,507635.1199359456,399881.7476141911,399881.7476141911,907516.8675501368,13.896240000000002,0.2014933535978077,0.7985066464021923,760233.8257681596,54707.8796687564,2.2648548526171934
AUS,HP,8,2.9,181880.24547999998,62717.326027586205,170540.24547999998,11.552089,537484.0210188773,438879.3064583382,438879.3064583382,976363.3274772156,14.452089,0.20066303217479492,0.799336967825205,816939.943232078,56527.46417712193,2.413012503365015
AUS,HP,9,3.0,187160.9436,62386.9812,175820.9436,12.030173,594223.6608104721,533117.084102703,533117.084102703,1127340.7449131752,15.030173,0.19959850096203152,0.8004014990379685,939682.2659362849,62519.72388716251,2.848441955080542
AUS,HP,10,3.1,192711.64172,62165.04571612903,181371.64172,12.53138,637852.2757426673,584922.155910128,584922.155910128,1222774.4316527953,15.63138,0.19831902237678312,0.8016809776232169,1018493.3861666216,65156.971819930266,3.0352196197881467
AUS,HP,11,7.0,850408.8684,121486.98120000001,408148.8684,9.256635,447054.8141156953,386082.45564704743,386082.45564704743,833137.2697627428,16.256635,0.4305934161651535,0.5694065838348464,840574.3064225927,51706.537449022675,0.4539962716680524
AUS,HP,12,8.0,578255.8496000003,72281.98120000004,464855.8496,8.9069,410276.61204237,337322.6964352445,337322.6964352445,747599.3084776145,16.9069,0.4731795893984113,0.5268204106015887,667469.4401385982,39479.11445259617,0.5833450654560302
AUS,HP,13,9.0,635462.8308000001,70606.98120000001,522062.83080000005,8.583176000000002,390800.7463945615,322302.8525731858,322302.8525731858,713103.5989677473,17.583176,0.511852921224243,0.4881470787757571,673362.9449749917,38295.86560328985,0.5071938702810213
AUS,Iron,0,53.724720000000005,1889.5463205522624,35.170891919999995,1889.5463205522624,0.0,0.0,0.0,0.0,0.0,53.724720000000005,1.0,0.0,1889.5463205522624,35.170891919999995,0.0
AUS,Iron,1,53.724720000000005,1889.5463205522624,35.170891919999995,1889.5463205522624,0.0,0.0,0.0,0.0,0.0,53.724720000000005,1.0,0.0,1889.5463205522624,35.170891919999995,0.0
AUS,Iron,2,53.724720000000005,1889.5463205522624,35.170891919999995,1889.5463205522624,0.0,0.0,0.0,0.0,0.0,53.724720000000005,1.0,0.0,1889.5463205522624,35.170891919999995,0.0
AUS,Iron,3,59.04680000000001,2076.7286210218563,35.170891919999995,2076.7286210218563,0.0,0.0,0.0,0.0,0.0,59.04680000000001,1.0,0.0,2076.7286210218563,35.170891919999995,0.0
AUS,Iron,4,60.882000000000005,2141.27424187344,35.17089192,2141.27424187344,0.0,0.0,0.0,0.0,0.0,60.882000000000005,1.0,0.0,2141.27424187344,35.17089192,0.0
AUS,Iron,5,62.717200000000005,2205.819862725024,35.170891919999995,2205.819862725024,0.0,0.0,0.0,0.0,0.0,62.717200000000005,1.0,0.0,2205.819862725024,35.170891919999995,0.0
AUS,Iron,6,64.55240000000002,2270.3654835766088,35.17089192,2270.3654835766088,0.0,0.0,0.0,0.0,0.0,64.55240000000002,1.0,0.0,2270.3654835766088,35.17089192,0.0
AUS,Iron,7,66.3876,2334.911104428192,35.17089192,2334.911104428192,0.0,0.0,0.0,0.0,0.0,66.3876,1.0,0.0,2334.911104428192,35.17089192,0.0
AUS,Iron,8,68.22279999999999,2399.4567252797756,35.170891919999995,2399.4567252797756,0.0,0.0,0.0,0.0,0.0,68.22279999999999,1.0,0.0,2399.4567252797756,35.170891919999995,0.0
AUS,Iron,9,70.058,2464.0023461313604,35.17089192,2464.0023461313604,0.0,0.0,0.0,0.0,0.0,70.058,1.0,0.0,2464.0023461313604,35.17089192,0.0
AUS,Iron,10,71.89320000000001,2528.547966982944,35.17089192,2528.547966982944,0.0,0.0,0.0,0.0,0.0,71.89320000000001,1.0,0.0,2528.547966982944,35.17089192,0.0
AUS,Iron,11,156.73700000000002,5512.58008686504,35.170891919999995,5512.58008686504,0.0,0.0,0.0,0.0,0.0,156.73700000000002,1.0,0.0,5512.58008686504,35.170891919999995,0.0
AUS,Iron,12,176.70460000000003,6214.858388366832,35.170891919999995,6214.858388366832,0.0,0.0,0.0,0.0,0.0,176.70460000000003,1.0,0.0,6214.858388366832,35.170891919999995,0.0
AUS,Iron,13,196.78760000000003,6921.195410796192,35.170891919999995,6921.195410796192,0.0,0.0,0.0,0.0,0.0,196.78760000000003,1.0,0.0,6921.195410796192,35.170891919999995,0.0
AUS,Nickel,0,0.0,0.0,,0.0,3.24,12817.449266400004,11.0230004088,11.0230004088,12828.472266808805,3.24,0.0,1.0,12828.472266808805,3959.4050206200013,
AUS,Nickel,0,0.0,0.0,,0.0,3.24,12817.449266400004,11.0230004088,11.0230004088,12828.472266808805,3.24,0.0,1.0,12828.472266808805,3959.4050206200013,
AUS,Nickel,1,0.0,0.0,,0.0,3.24,12817.449266400004,11.0230004088,11.0230004088,12828.472266808805,3.24,0.0,1.0,12828.472266808805,3959.4050206200013,
AUS,Nickel,1,0.0,0.0,,0.0,3.24,12817.449266400004,11.0230004088,11.0230004088,12828.472266808805,3.24,0.0,1.0,12828.472266808805,3959.4050206200013,
AUS,Nickel,2,0.0,0.0,,0.0,3.24,12817.449266400004,11.0230004088,11.0230004088,12828.472266808805,3.24,0.0,1.0,12828.472266808805,3959.4050206200013,
AUS,Nickel,2,0.0,0.0,,0.0,3.24,12817.449266400004,11.0230004088,11.0230004088,12828.472266808805,3.24,0.0,1.0,12828.472266808805,3959.4050206200013,
AUS,Nickel,3,0.0,0.0,,0.0,3.24,12817.449266400004,11.0230004088,11.0230004088,12828.472266808805,3.24,0.0,1.0,12828.472266808805,3959.4050206200013,
AUS,Nickel,3,0.0,0.0,,0.0,3.24,12817.449266400004,11.0230004088,11.0230004088,12828.472266808805,3.24,0.0,1.0,12828.472266808805,3959.4050206200013,
AUS,Nickel,4,0.0,0.0,,0.0,3.24,12817.449266400004,11.0230004088,11.0230004088,12828.472266808805,3.24,0.0,1.0,12828.472266808805,3959.4050206200013,
AUS,Nickel,4,0.0,0.0,,0.0,3.24,12817.449266400004,11.0230004088,11.0230004088,12828.472266808805,3.24,0.0,1.0,12828.472266808805,3959.4050206200013,
AUS,Nickel,5,0.0,0.0,,0.0,3.24,12817.449266400004,11.0230004088,11.0230004088,12828.472266808805,3.24,0.0,1.0,12828.472266808805,3959.4050206200013,
AUS,Nickel,5,0.0,0.0,,0.0,3.24,12817.449266400004,11.0230004088,11.0230004088,12828.472266808805,3.24,0.0,1.0,12828.472266808805,3959.4050206200013,
AUS,Nickel,6,0.0,0.0,,0.0,3.24,12817.449266400004,11.0230004088,11.0230004088,12828.472266808805,3.24,0.0,1.0,12828.472266808805,3959.4050206200013,
AUS,Nickel,6,0.0,0.0,,0.0,3.24,12817.449266400004,11.0230004088,11.0230004088,12828.472266808805,3.24,0.0,1.0,12828.472266808805,3959.4050206200013,
AUS,Nickel,7,0.0,0.0,,0.0,3.36,13292.169609600003,11.4312596832,11.4312596832,13303.600869283204,3.36,0.0,1.0,13303.600869283204,3959.4050206200013,
AUS,Nickel,7,0.0,0.0,,0.0,3.36,13292.169609600003,11.4312596832,11.4312596832,13303.600869283204,3.36,0.0,1.0,13303.600869283204,3959.4050206200013,
AUS,Nickel,8,0.0,0.0,,0.0,7.2,28574.098584000007,24.902791343999997,24.902791343999997,28599.001375344007,7.2,0.0,1.0,28599.001375344007,3972.0835243533343,
AUS,Nickel,8,0.0,0.0,,0.0,7.2,28574.098584000007,24.902791343999997,24.902791343999997,28599.001375344007,7.2,0.0,1.0,28599.001375344007,3972.0835243533343,
AUS,Nickel,9,0.0,0.0,,0.0,7.199999999999999,28846.732560000004,26.124495983999992,26.124495983999992,28872.857055984005,7.199999999999999,0.0,1.0,28872.857055984005,4010.1190355533345,
AUS,Nickel,9,0.0,0.0,,0.0,7.199999999999999,28846.732560000004,26.124495983999992,26.124495983999992,28872.857055984005,7.199999999999999,0.0,1.0,28872.857055984005,4010.1190355533345,
AUS,Nickel,10,0.0,0.0,,0.0,8.399999999999999,33866.569968,31.428793367999994,31.428793367999994,33897.998761368006,8.399999999999999,0.0,1.0,33897.998761368006,4035.4760430200013,
AUS,Nickel,10,0.0,0.0,,0.0,8.399999999999999,33866.569968,31.428793367999994,31.428793367999994,33897.998761368006,8.399999999999999,0.0,1.0,33897.998761368006,4035.4760430200013,
AUS,Nickel,11,0.0,0.0,,0.0,8.4,34139.20394400001,32.650498008,32.650498008,34171.85444200801,8.4,0.0,1.0,34171.85444200801,4068.077909762858,
AUS,Nickel,11,0.0,0.0,,0.0,8.4,34139.20394400001,32.650498008,32.650498008,34171.85444200801,8.4,0.0,1.0,34171.85444200801,4068.077909762858,
AUS,Nickel,12,0.0,0.0,,0.0,9.600000000000001,39431.67532800001,39.17650003199999,39.17650003199999,39470.85182803201,9.600000000000001,0.0,1.0,39470.85182803201,4111.547065420001,
AUS,Nickel,12,0.0,0.0,,0.0,9.600000000000001,39431.67532800001,39.17650003199999,39.17650003199999,39470.85182803201,9.600000000000001,0.0,1.0,39470.85182803201,4111.547065420001,
AUS,Nickel,13,0.0,0.0,,0.0,10.8,44724.146712,45.70250205599999,45.70250205599999,44769.849214056005,10.8,0.0,1.0,44769.849214056005,4145.356408708889,
AUS,Nickel,13,0.0,0.0,,0.0,10.8,44724.146712,45.70250205599999,45.70250205599999,44769.849214056005,10.8,0.0,1.0,44769.849214056005,4145.356408708889,
AUS,Refrigerant,0,0.0,0.0,,0.0,1.2000624999999998,0.0,18134.1456375625,18134.1456375625,18134.1456375625,1.2000624999999998,0.0,1.0,18134.1456375625,15111.001,
AUS,Refrigerant,1,0.0,0.0,,0.0,1.2000624999999998,0.0,18134.1456375625,18134.1456375625,18134.1456375625,1.2000624999999998,0.0,1.0,18134.1456375625,15111.001,
AUS,Refrigerant,2,0.0,0.0,,0.0,1.2000624999999998,0.0,18134.1456375625,18134.1456375625,18134.1456375625,1.2000624999999998,0.0,1.0,18134.1456375625,15111.001,
AUS,Refrigerant,3,0.0,0.0,,0.0,1.365,0.0,20626.516365,20626.516365,20626.516365,1.365,0.0,1.0,20626.516365,15111.001,
AUS,Refrigerant,4,0.0,0.0,,0.0,1.421875,0.0,21485.954546875,21485.954546875,21485.954546875,1.421875,0.0,1.0,21485.954546875,15111.001,
