technology,carrier,node,time_operation,value_scenario_,value_scenario_S1,value_scenario_S2,value_scenario_S3,value_scenario_S4,value_scenario_S5
Aluminium_production,Aluminium,BRA,1,32.44,32.44,32.44,32.44,32.44,32.44
Aluminium_production,Aluminium,BRA,2,32.44,32.44,32.44,32.44,32.44,32.44
Aluminium_production,Aluminium,BRA,3,32.44,32.44,32.44,32.44,32.44,32.44
Aluminium_production,Aluminium,BRA,4,32.44,32.44,32.44,32.44,32.44,32.44
Aluminium_production,Aluminium,BRA,5,32.44,32.44,32.44,32.44,32.44,32.44
Aluminium_production,Aluminium,BRA,6,32.44,32.44,32.44,32.44,32.44,32.44
Aluminium_production,Aluminium,BRA,7,32.44,32.44,32.44,32.44,32.44,32.44
Aluminium_production,Aluminium,BRA,8,32.44,32.44,32.44,32.44,32.44,32.44
Aluminium_production,Aluminium,BRA,9,32.44,32.44,32.44,32.44,32.44,32.44
Aluminium_production,Aluminium,BRA,10,32.44,32.44,32.44,32.44,32.44,32.44
Aluminium_production,Aluminium,BRA,11,32.44,32.44,32.44,32.44,32.44,32.44
Aluminium_production,Aluminium,BRA,12,32.44,32.44,32.44,32.44,32.44,32.44
Aluminium_production,Aluminium,BRA,13,32.44,32.44,32.44,32.44,32.44,32.44
Aluminium_production,Aluminium,CHN,0,276.36,276.36,276.36,276.36,276.36,276.36
Aluminium_production,Aluminium,CHN,1,313.57470644,313.57470644,313.57470644,313.57470644,313.57470644,313.57470644
Aluminium_production,Aluminium,CHN,2,355.04206636000004,355.04206636000004,355.04206636,355.04206636000004,355.04206636000004,355.04206636000004
Aluminium_production,Aluminium,CHN,3,401.35088552,401.35088552,401.35088552,401.35088552,401.35088552,401.35088552
Aluminium_production,Aluminium,CHN,4,453.18010612,453.18010612,453.18010611999995,453.18010612,453.18010611999995,453.18010612
Aluminium_production,Aluminium,CHN,5,511.31338716,511.31338716,511.31338716,511.31338716,511.31338716,511.31338716000005
Aluminium_production,Aluminium,CHN,6,576.65601992,576.65601992,576.65601992,576.65601992,576.65601992,576.6560199200001
Aluminium_production,Aluminium,CHN,7,650.2547118399999,650.2547118399999,650.25471184,650.2547118399999,650.2547118399999,650.25471184
Aluminium_production,Aluminium,CHN,8,733.3205620000001,733.3205620000001,733.3205620000001,733.320562,733.3205620000001,733.320562
Aluminium_production,Aluminium,CHN,9,827.2559958,827.2559958,827.2559958,827.2559958,827.2559957999999,827.2559957999999
Aluminium_production,Aluminium,CHN,10,933.68604264,933.68604264,933.6860426399999,933.68604264,933.68604264,933.6860426399999
Aluminium_production,Aluminium,CHN,11,1054.49495852,1054.4949585200002,1054.4949585200002,1054.4949585200002,1054.49495852,1054.49495852
Aluminium_production,Aluminium,CHN,12,1171.22,1191.86884804,1191.86884804,1191.86884804,1191.86884804,1191.86884804
Aluminium_production,Aluminium,CHN,13,1267.776,1348.34555436,1348.34555436,1348.3455543599998,1348.3455543600003,1348.34555436
Aluminium_production,Aluminium,CZE,0,2.4,2.4,2.4,2.4,2.4,2.4
Aluminium_production,Aluminium,CZE,1,2.4,2.4,2.4,2.4,2.4,2.4
Aluminium_production,Aluminium,CZE,2,2.4,2.4,2.4,2.4,2.4,2.4
Aluminium_production,Aluminium,CZE,3,2.4,2.4,2.4,2.4,2.4,2.4
Aluminium_production,Aluminium,CZE,4,2.4,2.4,2.4,2.4,2.4,2.4
Aluminium_production,Aluminium,CZE,5,2.4,2.4,2.4,2.4,2.4,2.4
Aluminium_production,Aluminium,CZE,6,2.4,2.4,2.4,2.4,2.4,2.4
Aluminium_production,Aluminium,CZE,7,2.4,2.4,2.4,2.4,2.4,2.4
Aluminium_production,Aluminium,CZE,8,2.4,2.4,2.4,2.4,2.4,2.4
Aluminium_production,Aluminium,CZE,9,2.4,2.4,2.4,2.4,2.4,2.4
Aluminium_production,Aluminium,CZE,10,2.4,2.4,2.4,2.4,2.4,2.4
Aluminium_production,Aluminium,CZE,11,2.4,2.4,2.4,2.4,2.4,2.4
Aluminium_production,Aluminium,CZE,12,2.4,2.4,2.4,2.4,2.4,2.4
Aluminium_production,Aluminium,CZE,13,2.4,2.4,2.4,2.4,2.4,2.4
Aluminium_production,Aluminium,DEU,0,22.0,22.0,22.0,22.0,22.0,22.0
Aluminium_production,Aluminium,DEU,1,22.0,22.0,22.0,22.0,22.0,22.0
Aluminium_production,Aluminium,DEU,2,22.0,22.0,22.0,22.0,22.0,22.0
Aluminium_production,Aluminium,DEU,3,22.0,22.0,22.0,22.0,22.0,22.0
Aluminium_production,Aluminium,DEU,4,22.0,22.0,22.0,22.0,22.0,22.0
Aluminium_production,Aluminium,DEU,5,22.0,22.0,22.0,22.0,22.0,22.0
Aluminium_production,Aluminium,DEU,6,22.0,22.0,22.0,22.0,22.0,22.0
Aluminium_production,Aluminium,DEU,7,22.0,22.0,22.0,22.0,22.0,22.0
Aluminium_production,Aluminium,DEU,8,22.0,22.0,22.0,22.0,22.0,22.0
Aluminium_production,Aluminium,DEU,9,22.0,22.0,22.0,22.0,22.0,22.0
Aluminium_production,Aluminium,DEU,10,22.0,22.0,22.0,22.0,22.0,22.0
Aluminium_production,Aluminium,DEU,11,22.0,22.0,22.0,22.0,22.0,22.0
Aluminium_production,Aluminium,DEU,12,22.0,22.0,22.0,22.0,22.0,22.0
Aluminium_production,Aluminium,DEU,13,22.0,22.0,22.0,22.0,22.0,22.0
Aluminium_production,Aluminium,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ITA,1,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ITA,2,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ITA,3,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ITA,4,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ITA,5,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ITA,6,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ITA,7,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ITA,8,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ITA,9,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ITA,10,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ITA,11,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ITA,12,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ITA,13,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,JPN,0,1.2,1.2,1.2,1.2,1.2,1.2
Aluminium_production,Aluminium,JPN,1,1.2,1.2,1.2,1.2,1.2,1.2
Aluminium_production,Aluminium,JPN,2,1.2,1.2,1.2,1.2,1.2,1.2
Aluminium_production,Aluminium,JPN,3,1.2,1.2,1.2,1.2,1.2,1.2
Aluminium_production,Aluminium,JPN,4,1.2,1.2,1.2,1.2,1.2,1.2
Aluminium_production,Aluminium,JPN,5,1.2,1.2,1.2,1.2,1.2,1.2
Aluminium_production,Aluminium,JPN,6,1.2,1.2,1.2,1.2,1.2,1.2
Aluminium_production,Aluminium,JPN,7,1.2,1.2,1.2,1.2,1.2,1.2
Aluminium_production,Aluminium,JPN,8,1.2,1.2,1.2,1.2,1.2,1.2
Aluminium_production,Aluminium,JPN,9,1.2,1.2,1.2,1.2,1.2,1.2
Aluminium_production,Aluminium,JPN,10,1.2,1.2,1.2,1.2,1.2,1.2
Aluminium_production,Aluminium,JPN,11,1.2,1.2,1.2,1.2,1.2,1.2
Aluminium_production,Aluminium,JPN,12,1.2,1.2,1.2,1.2,1.2,1.2
Aluminium_production,Aluminium,JPN,13,1.2,1.2,1.2,1.2,1.2,1.2
Aluminium_production,Aluminium,KOR,0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,KOR,1,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,KOR,2,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,KOR,3,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,KOR,4,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,KOR,5,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,KOR,6,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,KOR,7,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,KOR,8,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,KOR,9,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,KOR,10,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,KOR,11,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,KOR,12,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,KOR,13,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROE,0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROE,1,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROE,2,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROE,3,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROE,4,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROE,5,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROE,6,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROE,7,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROE,8,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROE,9,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROE,10,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROE,11,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROE,12,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROE,13,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROW,0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROW,1,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROW,2,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROW,3,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROW,4,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROW,5,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROW,6,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROW,7,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROW,8,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROW,9,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROW,10,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROW,11,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROW,12,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,ROW,13,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,Aluminium,USA,0,34.4,34.4,34.4,34.4,34.4,34.4
Aluminium_production,Aluminium,USA,1,34.4,34.4,34.4,34.4,34.4,34.4
Aluminium_production,Aluminium,USA,2,34.4,34.4,34.4,34.4,34.4,34.4
Aluminium_production,Aluminium,USA,3,34.4,34.4,34.4,34.4,34.4,34.4
Aluminium_production,Aluminium,USA,4,34.4,34.4,34.4,34.4,34.4,34.4
Aluminium_production,Aluminium,USA,5,34.4,34.4,34.4,34.4,34.4,34.4
Aluminium_production,Aluminium,USA,6,34.4,34.4,34.4,34.4,34.4,34.4
Aluminium_production,Aluminium,USA,7,34.4,34.4,34.4,34.4,34.4,34.4
Aluminium_production,Aluminium,USA,8,34.4,34.4,34.4,34.4,34.4,34.4
Aluminium_production,Aluminium,USA,9,34.4,34.4,34.4,34.4,34.4,34.4
Aluminium_production,Aluminium,USA,10,34.4,34.4,34.4,34.4,34.4,34.4
Aluminium_production,Aluminium,USA,11,34.4,34.4,34.4,34.4,34.4,34.4
Aluminium_production,Aluminium,USA,12,34.4,34.4,34.4,34.4,34.4,34.4
Aluminium_production,Aluminium,USA,13,34.4,34.4,34.4,34.4,34.4,34.4
Bauxite_mining,Bauxite,AUS,0,240.0,240.0,240.0,240.0,240.0,240.0
Bauxite_mining,Bauxite,AUS,1,240.0,240.0,240.0,240.0,240.0,240.0
Bauxite_mining,Bauxite,AUS,2,240.0,240.0,240.0,240.0,240.0,240.0
Bauxite_mining,Bauxite,AUS,3,240.0,240.0,240.0,240.0,240.0,240.0
Bauxite_mining,Bauxite,AUS,4,240.0,240.0,240.0,240.0,240.0,240.0
Bauxite_mining,Bauxite,AUS,5,240.0,240.0,240.0,240.0,240.0,240.0
Bauxite_mining,Bauxite,AUS,6,240.0,240.0,240.0,240.0,240.0,240.0
Bauxite_mining,Bauxite,AUS,7,240.0,240.0,240.0,240.0,240.0,240.0
Bauxite_mining,Bauxite,AUS,8,240.0,240.0,240.0,240.0,240.0,240.0
Bauxite_mining,Bauxite,AUS,9,240.0,240.0,240.0,240.0,240.0,240.0
Bauxite_mining,Bauxite,AUS,10,243.76,243.76,243.76,243.76,243.76,240.0
Bauxite_mining,Bauxite,AUS,11,243.76,243.76,243.76,243.76,243.76,507.3798340799999
Bauxite_mining,Bauxite,AUS,12,243.76,243.76,243.76,243.76,243.76,1056.8753921600005
Bauxite_mining,Bauxite,AUS,13,243.76,243.76,243.76,243.76,243.76,1682.7822174400003
Bauxite_mining,Bauxite,AUT,0,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,AUT,1,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,AUT,2,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,AUT,3,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,AUT,4,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,AUT,5,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,AUT,6,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,AUT,7,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,AUT,8,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,AUT,9,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,AUT,10,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,AUT,11,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,AUT,12,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,AUT,13,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,BRA,0,129.76,129.76,129.76,129.76,129.76,129.76
Bauxite_mining,Bauxite,BRA,1,129.76,129.76,129.76,129.76,129.76,129.76
Bauxite_mining,Bauxite,BRA,2,129.76,129.76,129.76,129.76,129.76,129.76
Bauxite_mining,Bauxite,BRA,3,129.76,129.76,129.76,129.76,129.76,129.76
Bauxite_mining,Bauxite,BRA,4,129.76,129.76,129.76,129.76,129.76,129.76
Bauxite_mining,Bauxite,BRA,5,129.76,129.76,129.76,129.76,129.76,129.76
Bauxite_mining,Bauxite,BRA,6,129.76,129.76,129.76,129.76,129.76,129.76
Bauxite_mining,Bauxite,BRA,7,129.76,129.76,129.76,129.76,129.76,129.76
Bauxite_mining,Bauxite,BRA,8,129.76,129.76,129.76,129.76,129.76,129.76
Bauxite_mining,Bauxite,BRA,9,129.76,129.76,129.76,129.76,129.76,129.76
Bauxite_mining,Bauxite,BRA,10,129.76,129.76,129.76,129.76,129.76,129.76
Bauxite_mining,Bauxite,BRA,11,129.76,129.76,129.76,129.76,129.76,263.52
Bauxite_mining,Bauxite,BRA,12,129.76,129.76,129.76,129.76,129.76,263.52
Bauxite_mining,Bauxite,BRA,13,129.76,129.76,129.76,129.76,129.76,263.52
Bauxite_mining,Bauxite,CHN,0,1243.92,1243.92,1243.92,1243.92,1243.92,1110.16
Bauxite_mining,Bauxite,CHN,1,1392.77882576,1392.77882576,1392.77882576,1392.77882576,1392.77882576,1259.01882576
Bauxite_mining,Bauxite,CHN,2,1558.6482654400002,1558.6482654400002,1558.64826544,1558.6482654400002,1558.6482654400002,1424.8882654400002
Bauxite_mining,Bauxite,CHN,3,1743.88354208,1743.88354208,1743.88354208,1743.88354208,1743.88354208,1610.12354208
Bauxite_mining,Bauxite,CHN,4,1951.20042448,1951.20042448,1951.2004244799998,1951.20042448,1951.2004244799998,1817.44042448
Bauxite_mining,Bauxite,CHN,5,2183.73354864,2183.73354864,2183.7335486399998,2183.73354864,2183.73354864,2049.9735486400004
Bauxite_mining,Bauxite,CHN,6,2445.10407968,2445.10407968,2445.10407968,2445.10407968,2445.10407968,2311.3440796800005
Bauxite_mining,Bauxite,CHN,7,2739.4988473599997,2739.4988473599997,2739.49884736,2739.4988473599997,2739.4988473599997,2605.73884736
Bauxite_mining,Bauxite,CHN,8,3071.7622480000005,3071.7622480000005,3071.7622480000005,3071.762248,3071.7622480000005,2938.002248
Bauxite_mining,Bauxite,CHN,9,3447.5039832,3447.5039832,3447.5039832,3447.5039832,3447.5039831999998,3313.7439831999995
Bauxite_mining,Bauxite,CHN,10,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
Bauxite_mining,Bauxite,CHN,11,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
Bauxite_mining,Bauxite,CHN,12,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
Bauxite_mining,Bauxite,CHN,13,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
Bauxite_mining,Bauxite,CZE,0,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,CZE,1,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,CZE,2,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,CZE,3,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,CZE,4,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,CZE,5,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,CZE,6,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,CZE,7,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,CZE,8,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,CZE,9,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,CZE,10,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,CZE,11,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,CZE,12,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,CZE,13,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,DEU,0,0.04,0.04,0.04,0.04,0.04,0.0
Bauxite_mining,Bauxite,DEU,1,0.04,0.04,0.04,0.04,0.04,0.0
Bauxite_mining,Bauxite,DEU,2,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,DEU,3,0.04,0.04,0.04,0.04,0.04,0.0
Bauxite_mining,Bauxite,DEU,4,0.04,0.04,0.04,0.04,0.04,0.0
Bauxite_mining,Bauxite,DEU,5,0.04,0.04,0.04,0.04,0.04,0.0
Bauxite_mining,Bauxite,DEU,6,0.04,0.04,0.04,0.04,0.04,0.0
Bauxite_mining,Bauxite,DEU,7,0.04,0.04,0.04,0.04,0.04,0.0
Bauxite_mining,Bauxite,DEU,8,0.04,0.04,0.04,0.04,0.04,0.0
Bauxite_mining,Bauxite,DEU,9,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,DEU,10,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,DEU,11,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,DEU,12,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,DEU,13,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,Bauxite,ITA,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,Bauxite,ITA,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,Bauxite,ITA,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,Bauxite,ITA,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,Bauxite,ITA,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,Bauxite,ITA,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,Bauxite,ITA,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,Bauxite,ITA,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,Bauxite,ITA,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,Bauxite,ITA,10,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,Bauxite,ITA,11,0.0,0.0,0.0,0.0,0.0,0.04
Bauxite_mining,Bauxite,ITA,12,0.0,0.0,0.0,0.0,0.0,0.04
Bauxite_mining,Bauxite,ITA,13,0.0,0.0,0.0,0.0,0.0,0.04
Bauxite_mining,Bauxite,JPN,0,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,JPN,1,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,JPN,2,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,JPN,3,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,JPN,4,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,JPN,5,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,JPN,6,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,JPN,7,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,JPN,8,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,JPN,9,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,JPN,10,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,JPN,11,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,JPN,12,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,JPN,13,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,KOR,0,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,KOR,1,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,KOR,2,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,KOR,3,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,KOR,4,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,KOR,5,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,KOR,6,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,KOR,7,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,KOR,8,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,KOR,9,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,KOR,10,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,KOR,11,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,KOR,12,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,KOR,13,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_mining,Bauxite,ROE,0,176.04,176.04,176.04,176.04,176.04,309.84
Bauxite_mining,Bauxite,ROE,1,176.04,176.04,176.04,176.04,176.04,309.84
Bauxite_mining,Bauxite,ROE,2,176.04,176.04,176.04,176.04,176.04,309.8
Bauxite_mining,Bauxite,ROE,3,176.04,176.04,176.04,176.04,176.04,309.84
Bauxite_mining,Bauxite,ROE,4,176.04,176.04,176.04,176.04,176.04,309.84
Bauxite_mining,Bauxite,ROE,5,176.04,176.04,176.04,176.04,176.04,309.84
Bauxite_mining,Bauxite,ROE,6,176.04,176.04,176.04,176.04,176.04,309.84
